tid,attribute,correct_val
233,inspectiondate,2010-03-02
233,inspectiontype,canvass
233,results,pass
233,latitude,41.90970258
233,longitude,-87.6511788
234,inspectionid,58345
234,dbaname,burger king #1512
234,akaname,burger king #1512
234,license,1473491
234,facilitytype,restaurant
234,risk,risk 2 (medium)
234,address,2344 w chicago ave
234,city,chicago
234,state,il
234,zip,60622
234,inspectiondate,2010-03-04
234,inspectiontype,complaint
234,results,pass
234,latitude,41.89586332
234,longitude,-87.68619201
235,inspectionid,58346
235,dbaname,hollywood grill
235,akaname,hollywood grill
235,license,44712
235,facilitytype,restaurant
235,risk,risk 1 (high)
235,address,1601 w north ave
235,city,chicago
235,state,il
235,zip,60622
235,inspectiondate,2010-03-04
235,inspectiontype,consultation
235,results,pass
235,latitude,41.91051964
235,longitude,-87.66774969
236,inspectionid,58347
236,dbaname,the savoy
236,akaname,the savoy
236,license,1964646
236,facilitytype,restaurant
236,risk,risk 1 (high)
236,address,1408 n milwaukee ave
236,city,chicago
236,state,il
236,zip,60642
236,inspectiondate,2010-03-04
236,inspectiontype,canvass
236,results,pass
236,latitude,41.90742473
236,longitude,-87.67307367
237,inspectionid,58348
237,dbaname,university of aesthetics/touch clinic
237,akaname,university of aesthetics/touch clinic
237,license,0
237,facilitytype,school
237,risk,empty
237,address,1357 n milwaukee ave
237,city,chicago
237,state,il
237,zip,60622
237,inspectiondate,2010-03-04
237,inspectiontype,short form complaint
237,results,pass
237,latitude,41.90659584
237,longitude,-87.67132302
238,inspectionid,58349
238,dbaname,center home for hispanic elderly
238,akaname,center home for hispanic elderly
238,license,1893767
238,facilitytype,long term care
238,risk,risk 1 (high)
238,address,1401 n california ave
238,city,chicago
238,state,il
238,zip,60622
238,inspectiondate,2010-03-04
238,inspectiontype,canvass re-inspection
238,results,pass
238,latitude,41.90667133
238,longitude,-87.69682456
239,inspectionid,58350
239,dbaname,el taco veloz taqueria
239,akaname,el taco veloz taqueria
239,license,45693
239,facilitytype,restaurant
239,risk,risk 1 (high)
239,address,1745 w chicago ave
239,city,chicago
239,state,il
239,zip,60622
239,inspectiondate,2010-03-05
239,inspectiontype,complaint
239,results,fail
239,latitude,41.89589266
239,longitude,-87.67156245
240,inspectionid,58351
240,dbaname,nivia red hot chicago
240,akaname,nivia red hot chicago
240,license,1645741
240,facilitytype,restaurant
240,risk,risk 2 (medium)
240,address,1232 w north ave
240,city,chicago
240,state,il
240,zip,60622
240,inspectiondate,2010-03-05
240,inspectiontype,complaint re-inspection
240,results,pass
240,latitude,41.91087554
240,longitude,-87.65827824
241,inspectionid,58352
241,dbaname,candy's grocery
241,akaname,candy's grocery
241,license,1804339
241,facilitytype,grocery store
241,risk,risk 3 (low)
241,address,1366 w ohio st
241,city,chicago
241,state,il
241,zip,60642
241,inspectiondate,2010-03-08
241,inspectiontype,complaint re-inspection
241,results,pass
241,latitude,41.8925997
241,longitude,-87.6621487
242,inspectionid,58353
242,dbaname,jerry's sandwiches
242,akaname,jerry's sandwiches
242,license,1985220
242,facilitytype,restaurant
242,risk,risk 1 (high)
242,address,1938-1940 w division st
242,city,chicago
242,state,il
242,zip,60622
242,inspectiondate,2010-03-08
242,inspectiontype,short form complaint
242,results,pass
242,latitude,41.90331444
242,longitude,-87.67641672
243,inspectionid,58354
243,dbaname,jerry's sandwiches
243,akaname,jerry's sandwiches
243,license,1772358
243,facilitytype,restaurant
243,risk,risk 1 (high)
243,address,1938-1940 w division st
243,city,chicago
243,state,il
243,zip,60622
243,inspectiondate,2010-03-08
243,inspectiontype,out of business
243,results,pass
243,latitude,41.90331444
243,longitude,-87.67641672
244,inspectionid,58355
244,dbaname,folklore
244,akaname,folklore
244,license,1842767
244,facilitytype,restaurant
244,risk,risk 1 (high)
244,address,2100-2102 w division st
244,city,chicago
244,state,il
244,zip,60622
244,inspectiondate,2010-03-08
244,inspectiontype,canvass
244,results,pass
244,latitude,41.90325452
244,longitude,-87.67982505
245,inspectionid,58356
245,dbaname,social club
245,akaname,empty
245,license,0
245,facilitytype,restaurant
245,risk,empty
245,address,1105 n california ave
245,city,chicago
245,state,il
245,zip,60622
245,inspectiondate,2010-03-08
245,inspectiontype,short form complaint
245,results,pass
245,latitude,41.901286
245,longitude,-87.69669243
246,inspectionid,58357
246,dbaname,norwegian-americian hospital
246,akaname,norwegian-american hospital
246,license,21776
246,facilitytype,hospital
246,risk,risk 1 (high)
246,address,1044 n francisco ave
246,city,chicago
246,state,il
246,zip,60622
246,inspectiondate,2010-03-09
246,inspectiontype,canvass re-inspection
246,results,pass
246,latitude,41.90052496
246,longitude,-87.69943295
247,inspectionid,58358
247,dbaname,norwegian-americian hospital
247,akaname,norwegian-american hospital
247,license,21772
247,facilitytype,hospital
247,risk,risk 1 (high)
247,address,1044 n francisco ave
247,city,chicago
247,state,il
247,zip,60622
247,inspectiondate,2010-03-09
247,inspectiontype,canvass re-inspection
247,results,pass
247,latitude,41.90052496
247,longitude,-87.69943295
248,inspectionid,58359
248,dbaname,norwegian-americian hospital
248,akaname,norwegian-american hospital
248,license,21773
248,facilitytype,hospital
248,risk,risk 1 (high)
248,address,1044 n francisco ave
248,city,chicago
248,state,il
248,zip,60622
248,inspectiondate,2010-03-09
248,inspectiontype,out of business
248,results,pass
248,latitude,41.90052496
248,longitude,-87.69943295
249,inspectionid,58360
249,dbaname,ey cafe
249,akaname,ey cafe
249,license,1922329
249,facilitytype,restaurant
249,risk,risk 1 (high)
249,address,1044 n mozart st
249,city,chicago
249,state,il
249,zip,60622
249,inspectiondate,2010-03-09
249,inspectiontype,canvass
249,results,pass
249,latitude,41.90051788
249,longitude,-87.69821707
250,inspectionid,58361
250,dbaname,sangria/radiostar/hogs & honeys
250,akaname,sangria/radiostar/hogs & honeys
250,license,27196
250,facilitytype,restaurant
250,risk,risk 1 (high)
250,address,901 w weed st
250,city,chicago
250,state,il
250,zip,60622
250,inspectiondate,2010-03-09
250,inspectiontype,complaint re-inspection
250,results,pass
250,latitude,41.90970258
250,longitude,-87.6511788
251,inspectionid,58362
251,dbaname,lido's  caffe  east
251,akaname,lido's caffe east
251,license,1991007
251,facilitytype,restaurant
251,risk,risk 2 (medium)
251,address,1530 n dayton st
251,city,chicago
251,state,il
251,zip,60642
251,inspectiondate,2010-03-09
251,inspectiontype,canvass
251,results,pass
251,latitude,41.90954219
251,longitude,-87.64960961
252,inspectionid,58363
252,dbaname,zentra
252,akaname,zentra
252,license,37577
252,facilitytype,restaurant
252,risk,risk 3 (low)
252,address,923 w weed st
252,city,chicago
252,state,il
252,zip,60642
252,inspectiondate,2010-03-09
252,inspectiontype,no entry
252,results,pass
252,latitude,41.90968971
252,longitude,-87.65195482
253,inspectionid,58364
253,dbaname,boriken
253,akaname,boriken
253,license,1649303
253,facilitytype,grocery store
253,risk,risk 3 (low)
253,address,2500 w division st
253,city,chicago
253,state,il
253,zip,60622
253,inspectiondate,2010-03-10
253,inspectiontype,canvass
253,results,pass
253,latitude,41.90310194
253,longitude,-87.68955175
254,inspectionid,58365
254,dbaname,western round up
254,akaname,western round up
254,license,59381
254,facilitytype,shelter
254,risk,risk 1 (high)
254,address,949 n western ave
254,city,chicago
254,state,il
254,zip,60622
254,inspectiondate,2010-03-10
254,inspectiontype,short form complaint
254,results,pass
254,latitude,41.89902107
254,longitude,-87.68677928
255,inspectionid,58366
255,dbaname,northwestern university settlement association
255,akaname,northwestern university settlement association
255,license,10731
255,facilitytype,children's services facility
255,risk,risk 1 (high)
255,address,1400 w augusta blvd
255,city,chicago
255,state,il
255,zip,60642
255,inspectiondate,2010-03-10
255,inspectiontype,canvass
255,results,pass
255,latitude,41.89989385
255,longitude,-87.66262876
256,inspectionid,58367
256,dbaname,republic
256,akaname,republic
256,license,55715
256,facilitytype,liquor
256,risk,risk 3 (low)
256,address,901 w weed st
256,city,chicago
256,state,il
256,zip,60622
256,inspectiondate,2010-03-10
256,inspectiontype,canvass
256,results,fail
256,latitude,41.90970258
256,longitude,-87.6511788
257,inspectionid,58368
257,dbaname,republic
257,akaname,republic
257,license,55715
257,facilitytype,liquor
257,risk,risk 3 (low)
257,address,901 w weed st
257,city,chicago
257,state,il
257,zip,60622
257,inspectiondate,2010-03-11
257,inspectiontype,consultation
257,results,pass
257,latitude,41.90970258
257,longitude,-87.6511788
258,inspectionid,58369
258,dbaname,the rookery
258,akaname,the rookery
258,license,1869443
258,facilitytype,restaurant
258,risk,risk 1 (high)
258,address,2109 w chicago ave
258,city,chicago
258,state,il
258,zip,60622
258,inspectiondate,2010-03-11
258,inspectiontype,complaint
258,results,fail
258,latitude,41.89575174
258,longitude,-87.67992373
259,inspectionid,58370
259,dbaname,division draft
259,akaname,division draft
259,license,1875106
259,facilitytype,restaurant
259,risk,risk 2 (medium)
259,address,2525 w division st
259,city,chicago
259,state,il
259,zip,60622
259,inspectiondate,2010-03-12
259,inspectiontype,canvass
259,results,pass
259,latitude,41.90287407
259,longitude,-87.69050019
260,inspectionid,58371
260,dbaname,the boundary
260,akaname,the boundary
260,license,1800782
260,facilitytype,restaurant
260,risk,risk 1 (high)
260,address,1932 w division st
260,city,chicago
260,state,il
260,zip,60622
260,inspectiondate,2010-03-12
260,inspectiontype,complaint
260,results,pass
260,latitude,41.90331826
260,longitude,-87.67618208
261,inspectionid,58372
261,dbaname,la condesa
261,akaname,la condesa
261,license,37002
261,facilitytype,restaurant
261,risk,risk 1 (high)
261,address,1003 n ashland ave
261,city,chicago
261,state,il
261,zip,60622
261,inspectiondate,2010-03-15
261,inspectiontype,canvass
261,results,pass w/ conditions
261,latitude,41.89981866
261,longitude,-87.66724858
262,inspectionid,58373
262,dbaname,the worm hole
262,akaname,wh
262,license,2021937
262,facilitytype,restaurant
262,risk,risk 2 (medium)
262,address,1462 n milwaukee ave
262,city,chicago
262,state,il
262,zip,60642
262,inspectiondate,2010-03-15
262,inspectiontype,license
262,results,fail
262,latitude,41.90837835
262,longitude,-87.67456921
263,inspectionid,58374
263,dbaname,greek corner restaurant cafe
263,akaname,greek corner restaurant cafe
263,license,48704
263,facilitytype,restaurant
263,risk,risk 1 (high)
263,address,958 n damen ave
263,city,chicago
263,state,il
263,zip,60622
263,inspectiondate,2010-03-15
263,inspectiontype,canvass
263,results,pass
263,latitude,41.8995039
263,longitude,-87.67730119
264,inspectionid,58375
264,dbaname,el taco veloz taqueria
264,akaname,el taco veloz taqueria
264,license,45693
264,facilitytype,restaurant
264,risk,risk 1 (high)
264,address,1745 w chicago ave
264,city,chicago
264,state,il
264,zip,60622
264,inspectiondate,2010-03-15
264,inspectiontype,complaint re-inspection
264,results,pass
264,latitude,41.89589266
264,longitude,-87.67156245
265,inspectionid,58376
265,dbaname,cabalo inc.
265,akaname,cabalo
265,license,1981089
265,facilitytype,restaurant
265,risk,risk 1 (high)
265,address,2700 w chicago ave
265,city,chicago
265,state,il
265,zip,60622
265,inspectiondate,2010-03-15
265,inspectiontype,canvass
265,results,pass
265,latitude,41.89577762
265,longitude,-87.69430044
266,inspectionid,58377
266,dbaname,monets food mart
266,akaname,monets food mart
266,license,1969573
266,facilitytype,grocery store
266,risk,risk 3 (low)
266,address,2145 w division st
266,city,chicago
266,state,il
266,zip,60622
266,inspectiondate,2010-03-16
266,inspectiontype,short form complaint
266,results,pass
266,latitude,41.90300728
266,longitude,-87.68148463
267,inspectionid,58378
267,dbaname,a tavola
267,akaname,a tavola
267,license,45044
267,facilitytype,restaurant
267,risk,risk 1 (high)
267,address,2148 w chicago ave
267,city,chicago
267,state,il
267,zip,60622
267,inspectiondate,2010-03-16
267,inspectiontype,canvass
267,results,pass
267,latitude,41.89594582
267,longitude,-87.68145004
268,inspectionid,58379
268,dbaname,tumans
268,akaname,tuman's
268,license,1273473
268,facilitytype,restaurant
268,risk,risk 1 (high)
268,address,2159 w chicago ave
268,city,chicago
268,state,il
268,zip,60622
268,inspectiondate,2010-03-16
268,inspectiontype,canvass
268,results,pass
268,latitude,41.89571957
268,longitude,-87.68182312
269,inspectionid,58380
269,dbaname,erie community center
269,akaname,erie community center
269,license,42649
269,facilitytype,daycare (2 - 6 years)
269,risk,risk 1 (high)
269,address,1701 w superior st
269,city,chicago
269,state,il
269,zip,60622
269,inspectiondate,2010-03-16
269,inspectiontype,canvass
269,results,pass
269,latitude,41.89500555
269,longitude,-87.66981323
270,inspectionid,58381
270,dbaname,a & w dollar plus
270,akaname,empty
270,license,2021850
270,facilitytype,grocery store
270,risk,risk 3 (low)
270,address,1001 n western ave
270,city,chicago
270,state,il
270,zip,60622
270,inspectiondate,2010-03-16
270,inspectiontype,license
270,results,fail
270,latitude,41.89942766
270,longitude,-87.68679101
271,inspectionid,58382
271,dbaname,dee's place
271,akaname,dee's place
271,license,2026277
271,facilitytype,restaurant
271,risk,risk 1 (high)
271,address,2114 w division st
271,city,chicago
271,state,il
271,zip,60622
271,inspectiondate,2010-03-22
271,inspectiontype,license
271,results,fail
271,latitude,41.90324576
271,longitude,-87.68035526
272,inspectionid,58383
272,dbaname,bricks on the run
272,akaname,bricks on the run
272,license,2022226
272,facilitytype,restaurant
272,risk,risk 1 (high)
272,address,1940 n elston ave
272,city,chicago
272,state,il
272,zip,60642
272,inspectiondate,2010-03-22
272,inspectiontype,license
272,results,fail
272,latitude,41.91742776
272,longitude,-87.66730597
273,inspectionid,58384
273,dbaname,western round up
273,akaname,western round up
273,license,59381
273,facilitytype,shelter
273,risk,risk 1 (high)
273,address,949 n western ave
273,city,chicago
273,state,il
273,zip,60622
273,inspectiondate,2010-03-22
273,inspectiontype,short form complaint
273,results,pass
273,latitude,41.89902107
273,longitude,-87.68677928
274,inspectionid,58385
274,dbaname,social club
274,akaname,empty
274,license,0
274,facilitytype,restaurant
274,risk,empty
274,address,1105 n california ave
274,city,chicago
274,state,il
274,zip,60622
274,inspectiondate,2010-03-22
274,inspectiontype,short form complaint
274,results,pass
274,latitude,41.901286
274,longitude,-87.69669243
275,inspectionid,58386
275,dbaname,lush wine & spirits
275,akaname,lush wine & spirits
275,license,2014305
275,facilitytype,restaurant
275,risk,risk 2 (medium)
275,address,1412 w chicago ave
275,city,chicago
275,state,il
275,zip,60642
275,inspectiondate,2010-03-23
275,inspectiontype,license
275,results,pass
275,latitude,41.89625011
275,longitude,-87.66295411
276,inspectionid,58387
276,dbaname,blue coral contemporary sushi
276,akaname,blu  coral
276,license,2008548
276,facilitytype,restaurant
276,risk,risk 3 (low)
276,address,1265 n milwaukee ave
276,city,chicago
276,state,il
276,zip,60642
276,inspectiondate,2010-03-23
276,inspectiontype,license
276,results,fail
276,latitude,41.90485662
276,longitude,-87.6685902
277,inspectionid,58388
277,dbaname,blue coral contemporary sushi and  lounge
277,akaname,blu  coral
277,license,2008547
277,facilitytype,restaurant
277,risk,risk 1 (high)
277,address,1265 n milwaukee ave
277,city,chicago
277,state,il
277,zip,60642
277,inspectiondate,2010-03-23
277,inspectiontype,license
277,results,fail
277,latitude,41.90485662
277,longitude,-87.6685902
278,inspectionid,58389
278,dbaname,blu coral
278,akaname,blu coral
278,license,1738752
278,facilitytype,restaurant
278,risk,risk 1 (high)
278,address,1265 n milwaukee ave
278,city,chicago
278,state,il
278,zip,60642
278,inspectiondate,2010-03-23
278,inspectiontype,canvass
278,results,fail
278,latitude,41.90485662
278,longitude,-87.6685902
279,inspectionid,58390
279,dbaname,sweet cakes
279,akaname,sweet cakes
279,license,2026447
279,facilitytype,bakery
279,risk,risk 2 (medium)
279,address,901 n damen ave
279,city,chicago
279,state,il
279,zip,60622
279,inspectiondate,2010-03-24
279,inspectiontype,license
279,results,fail
279,latitude,41.89777928
279,longitude,-87.67695887
280,inspectionid,58391
280,dbaname,the rookery
280,akaname,the rookery
280,license,1869443
280,facilitytype,restaurant
280,risk,risk 1 (high)
280,address,2109 w chicago ave
280,city,chicago
280,state,il
280,zip,60622
280,inspectiondate,2010-03-24
280,inspectiontype,complaint re-inspection
280,results,pass
280,latitude,41.89575174
280,longitude,-87.67992373
281,inspectionid,58392
281,dbaname,francesca's forno
281,akaname,francesca's forno
281,license,1477723
281,facilitytype,restaurant
281,risk,risk 1 (high)
281,address,1576 n milwaukee ave
281,city,chicago
281,state,il
281,zip,60622
281,inspectiondate,2010-03-24
281,inspectiontype,suspected food poisoning
281,results,fail
281,latitude,41.91005984
281,longitude,-87.67719123
282,inspectionid,58393
282,dbaname,mercury cafe inc
282,akaname,mercury cafe inc
282,license,1596189
282,facilitytype,restaurant
282,risk,risk 2 (medium)
282,address,1505 w chicago ave
282,city,chicago
282,state,il
282,zip,60622
282,inspectiondate,2010-03-24
282,inspectiontype,out of business
282,results,pass
282,latitude,41.89599809
282,longitude,-87.66510906
283,inspectionid,58394
283,dbaname,peabody
283,akaname,peabody
283,license,24861
283,facilitytype,school
283,risk,risk 1 (high)
283,address,1444 w augusta blvd
283,city,chicago
283,state,il
283,zip,60622
283,inspectiondate,2010-03-25
283,inspectiontype,canvass
283,results,pass
283,latitude,41.89986912
283,longitude,-87.66419014
284,inspectionid,58395
284,dbaname,hickory's bbq salads and more...
284,akaname,hickory's bbq salads and more...
284,license,1517090
284,facilitytype,restaurant
284,risk,risk 1 (high)
284,address,1234 n halsted st
284,city,chicago
284,state,il
284,zip,60642
284,inspectiondate,2010-03-25
284,inspectiontype,complaint
284,results,pass w/ conditions
284,latitude,41.90450211
284,longitude,-87.64826687
285,inspectionid,58396
285,dbaname,dee's place
285,akaname,dee's place
285,license,2026277
285,facilitytype,restaurant
285,risk,risk 1 (high)
285,address,2114 w division st
285,city,chicago
285,state,il
285,zip,60622
285,inspectiondate,2010-03-25
285,inspectiontype,license re-inspection
285,results,fail
285,latitude,41.90324576
285,longitude,-87.68035526
286,inspectionid,58397
286,dbaname,republic
286,akaname,republic
286,license,55715
286,facilitytype,liquor
286,risk,risk 3 (low)
286,address,901 w weed st
286,city,chicago
286,state,il
286,zip,60622
286,inspectiondate,2010-03-25
286,inspectiontype,canvass re-inspection
286,results,pass
286,latitude,41.90970258
286,longitude,-87.6511788
287,inspectionid,58398
287,dbaname,uncle mike's place
287,akaname,uncle mike's place
287,license,39365
287,facilitytype,restaurant
287,risk,risk 1 (high)
287,address,1700 w grand ave
287,city,chicago
287,state,il
287,zip,60622
287,inspectiondate,2010-03-26
287,inspectiontype,canvass
287,results,pass
287,latitude,41.89105286
287,longitude,-87.66962354
288,inspectionid,58399
288,dbaname,flash taco -n- underdogg
288,akaname,flash taco -n- underdogg
288,license,1947473
288,facilitytype,restaurant
288,risk,risk 1 (high)
288,address,1570-1/2 n damen ave
288,city,chicago
288,state,il
288,zip,60622
288,inspectiondate,2010-03-26
288,inspectiontype,complaint
288,results,pass
288,latitude,41.91027897
288,longitude,-87.67761701
289,inspectionid,58400
289,dbaname,sigara hookah cafe/lounge
289,akaname,sigara hookah cafe/lounge
289,license,1380574
289,facilitytype,liquor
289,risk,risk 3 (low)
289,address,2013 w division st
289,city,chicago
289,state,il
289,zip,60622
289,inspectiondate,2010-03-26
289,inspectiontype,out of business
289,results,pass
289,latitude,41.90307109
289,longitude,-87.67783097
290,inspectionid,58401
290,dbaname,sabor saveur
290,akaname,sabor saveur
290,license,1998853
290,facilitytype,restaurant
290,risk,risk 1 (high)
290,address,2013 w division st
290,city,chicago
290,state,il
290,zip,60622
290,inspectiondate,2010-03-26
290,inspectiontype,canvass
290,results,pass
290,latitude,41.90307109
290,longitude,-87.67783097
291,inspectionid,58402
291,dbaname,dee's place
291,akaname,dee's place
291,license,2026277
291,facilitytype,restaurant
291,risk,risk 1 (high)
291,address,2114 w division st
291,city,chicago
291,state,il
291,zip,60622
291,inspectiondate,2010-03-26
291,inspectiontype,license re-inspection
291,results,pass
291,latitude,41.90324576
291,longitude,-87.68035526
292,inspectionid,58403
292,dbaname,knockbox  cafe
292,akaname,knockbox cafe
292,license,1985711
292,facilitytype,restaurant
292,risk,risk 2 (medium)
292,address,1001 n california ave
292,city,chicago
292,state,il
292,zip,60622
292,inspectiondate,2010-03-29
292,inspectiontype,canvass
292,results,pass
292,latitude,41.89933092
292,longitude,-87.69664492
293,inspectionid,58404
293,dbaname,lorraine's diner inc
293,akaname,lorraine's diner inc
293,license,1243583
293,facilitytype,restaurant
293,risk,risk 1 (high)
293,address,1959 w chicago ave
293,city,chicago
293,state,il
293,zip,60622
293,inspectiondate,2010-03-29
293,inspectiontype,complaint
293,results,fail
293,latitude,41.89580311
293,longitude,-87.67698748
294,inspectionid,58405
294,dbaname,social club
294,akaname,empty
294,license,0
294,facilitytype,restaurant
294,risk,empty
294,address,1105 n california ave
294,city,chicago
294,state,il
294,zip,60622
294,inspectiondate,2010-03-29
294,inspectiontype,short form complaint
294,results,pass
294,latitude,41.901286
294,longitude,-87.69669243
295,inspectionid,58406
295,dbaname,subway
295,akaname,subway
295,license,1677083
295,facilitytype,restaurant
295,risk,risk 1 (high)
295,address,1958 w chicago ave
295,city,chicago
295,state,il
295,zip,60622
295,inspectiondate,2010-03-30
295,inspectiontype,canvass
295,results,pass w/ conditions
295,latitude,41.89602257
295,longitude,-87.67699522
296,inspectionid,58407
296,dbaname,five star bar & grill
296,akaname,five star bar & grill
296,license,1621501
296,facilitytype,restaurant
296,risk,risk 1 (high)
296,address,1424 w chicago ave
296,city,chicago
296,state,il
296,zip,60642
296,inspectiondate,2010-03-30
296,inspectiontype,no entry
296,results,pass
296,latitude,41.89624197
296,longitude,-87.66344068
297,inspectionid,58408
297,dbaname,dona natys tacos
297,akaname,dona natys tacos
297,license,1676986
297,facilitytype,restaurant
297,risk,risk 1 (high)
297,address,1815 w chicago ave
297,city,chicago
297,state,il
297,zip,60622
297,inspectiondate,2010-03-30
297,inspectiontype,canvass
297,results,pass
297,latitude,41.89587067
297,longitude,-87.67282139
298,inspectionid,58409
298,dbaname,adobo grill
298,akaname,adobo grill
298,license,1193450
298,facilitytype,restaurant
298,risk,risk 1 (high)
298,address,2005-2007 w division st
298,city,chicago
298,state,il
298,zip,60622
298,inspectiondate,2010-03-31
298,inspectiontype,canvass
298,results,fail
298,latitude,41.90307675
298,longitude,-87.67752782
299,inspectionid,58410
299,dbaname,blu coral
299,akaname,blu coral
299,license,1738752
299,facilitytype,restaurant
299,risk,risk 1 (high)
299,address,1265 n milwaukee ave
299,city,chicago
299,state,il
299,zip,60642
299,inspectiondate,2010-03-31
299,inspectiontype,canvass re-inspection
299,results,pass w/ conditions
299,latitude,41.90485662
299,longitude,-87.6685902
300,inspectionid,58411
300,dbaname,blue coral contemporary sushi and  lounge
300,akaname,blu  coral
300,license,2008547
300,facilitytype,restaurant
300,risk,risk 1 (high)
300,address,1265 n milwaukee ave
300,city,chicago
300,state,il
300,zip,60642
300,inspectiondate,2010-03-31
300,inspectiontype,license re-inspection
300,results,fail
300,latitude,41.90485662
300,longitude,-87.6685902
301,inspectionid,58412
301,dbaname,blue coral contemporary sushi
301,akaname,blu  coral
301,license,2008548
301,facilitytype,restaurant
301,risk,risk 3 (low)
301,address,1265 n milwaukee ave
301,city,chicago
301,state,il
301,zip,60642
301,inspectiondate,2010-03-31
301,inspectiontype,license re-inspection
301,results,pass
301,latitude,41.90485662
301,longitude,-87.6685902
302,inspectionid,58413
302,dbaname,a & w dollar plus
302,akaname,empty
302,license,2021850
302,facilitytype,grocery store
302,risk,risk 3 (low)
302,address,1001 n western ave
302,city,chicago
302,state,il
302,zip,60622
302,inspectiondate,2010-04-01
302,inspectiontype,license re-inspection
302,results,fail
302,latitude,41.89942766
302,longitude,-87.68679101
303,inspectionid,58414
303,dbaname,walgreens #1298
303,akaname,walgreens #1298
303,license,18578
303,facilitytype,grocery store
303,risk,risk 3 (low)
303,address,1372 n milwaukee ave
303,city,chicago
303,state,il
303,zip,60622
303,inspectiondate,2010-04-01
303,inspectiontype,canvass
303,results,pass
303,latitude,41.90665738
303,longitude,-87.67187112
304,inspectionid,58415
304,dbaname,walgreens #1298
304,akaname,walgreens #1298
304,license,2003079
304,facilitytype,grocery store
304,risk,risk 3 (low)
304,address,1372 n milwaukee ave
304,city,chicago
304,state,il
304,zip,60622
304,inspectiondate,2010-04-01
304,inspectiontype,license
304,results,pass
304,latitude,41.90665738
304,longitude,-87.67187112
305,inspectionid,58416
305,dbaname,the nicholson school
305,akaname,the nicholson school
305,license,2002702
305,facilitytype,daycare (2 - 6 years)
305,risk,risk 1 (high)
305,address,1700 w cortland st
305,city,chicago
305,state,il
305,zip,60622
305,inspectiondate,2010-04-01
305,inspectiontype,license
305,results,fail
305,latitude,41.91618227
305,longitude,-87.67034138
306,inspectionid,58417
306,dbaname,francesca's forno
306,akaname,francesca's forno
306,license,1477723
306,facilitytype,restaurant
306,risk,risk 1 (high)
306,address,1576 n milwaukee ave
306,city,chicago
306,state,il
306,zip,60622
306,inspectiondate,2010-04-01
306,inspectiontype,complaint re-inspection
306,results,pass
306,latitude,41.91005984
306,longitude,-87.67719123
307,inspectionid,58418
307,dbaname,clemente comm  (h/s)
307,akaname,clemente comm  (h/s)
307,license,51091
307,facilitytype,school
307,risk,risk 1 (high)
307,address,1147 n western ave
307,city,chicago
307,state,il
307,zip,60622
307,inspectiondate,2010-04-05
307,inspectiontype,canvass
307,results,fail
307,latitude,41.90262318
307,longitude,-87.68686934
308,inspectionid,58419
308,dbaname,a & w dollar plus
308,akaname,empty
308,license,2021850
308,facilitytype,grocery store
308,risk,risk 3 (low)
308,address,1001 n western ave
308,city,chicago
308,state,il
308,zip,60622
308,inspectiondate,2010-04-05
308,inspectiontype,license re-inspection
308,results,pass
308,latitude,41.89942766
308,longitude,-87.68679101
309,inspectionid,58420
309,dbaname,lafayette
309,akaname,lafayette
309,license,24121
309,facilitytype,school
309,risk,risk 1 (high)
309,address,2714 w augusta blvd
309,city,chicago
309,state,il
309,zip,60622
309,inspectiondate,2010-04-06
309,inspectiontype,canvass
309,results,pass w/ conditions
309,latitude,41.89940402
309,longitude,-87.69494543
310,inspectionid,58421
310,dbaname,wendy's #001206
310,akaname,wendy's #001206
310,license,6773
310,facilitytype,restaurant
310,risk,risk 1 (high)
310,address,1623 w division st
310,city,chicago
310,state,il
310,zip,60622
310,inspectiondate,2010-04-06
310,inspectiontype,short form complaint
310,results,pass
310,latitude,41.90322156
310,longitude,-87.66848596
311,inspectionid,58422
311,dbaname,el taco veloz taqueria
311,akaname,el taco veloz taqueria
311,license,45693
311,facilitytype,restaurant
311,risk,risk 1 (high)
311,address,1745 w chicago ave
311,city,chicago
311,state,il
311,zip,60622
311,inspectiondate,2010-04-06
311,inspectiontype,short form complaint
311,results,pass
311,latitude,41.89589266
311,longitude,-87.67156245
312,inspectionid,58423
312,dbaname,sweet cakes
312,akaname,sweet cakes
312,license,2026447
312,facilitytype,bakery
312,risk,risk 2 (medium)
312,address,901 n damen ave
312,city,chicago
312,state,il
312,zip,60622
312,inspectiondate,2010-04-08
312,inspectiontype,license
312,results,fail
312,latitude,41.89777928
312,longitude,-87.67695887
313,inspectionid,58424
313,dbaname,caesar's foods inc
313,akaname,caesar's foods inc
313,license,13670
313,facilitytype,restaurant
313,risk,risk 1 (high)
313,address,901 n damen ave
313,city,chicago
313,state,il
313,zip,60622
313,inspectiondate,2010-04-08
313,inspectiontype,canvass
313,results,pass
313,latitude,41.89777928
313,longitude,-87.67695887
314,inspectionid,58425
314,dbaname,be my guest events
314,akaname,be my guest events
314,license,1741808
314,facilitytype,restaurant
314,risk,risk 1 (high)
314,address,901 n damen ave
314,city,chicago
314,state,il
314,zip,60622
314,inspectiondate,2010-04-08
314,inspectiontype,canvass
314,results,pass
314,latitude,41.89777928
314,longitude,-87.67695887
315,inspectionid,58426
315,dbaname,just baked foods
315,akaname,just baked foods
315,license,1645618
315,facilitytype,restaurant
315,risk,risk 1 (high)
315,address,901 n damen ave
315,city,chicago
315,state,il
315,zip,60622
